"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.111235364E2,4.698905349E-1,-1.058823988E-1,7.388737202E0
2.111735364E2,2.650948286E0,-5.324030295E-2,8.547461510E0
2.112235364E2,-3.035893738E-1,-1.872682810E0,5.772684574E0
2.112735364E2,9.535398483E-1,-2.643769979E0,5.439783096E0
2.113235364E2,1.903789520E0,-2.851945400E0,6.759125710E0
2.113735364E2,2.519043922E0,-5.181358337E0,7.819744587E0
2.114235364E2,1.133001566E0,-1.205234814E1,8.839685440E0
2.114735364E2,1.056431174E0,-1.161446190E1,7.675876141E0
2.115235364E2,2.188834429E0,-7.982456207E0,8.389534950E0
2.115735364E2,1.642971873E0,-8.176573753E0,6.857231617E0
2.116235364E2,1.439282775E0,-5.861218929E0,5.791827202E0
2.116735364E2,1.266999602E0,-7.465307713E0,6.107978821E0
2.117235364E2,2.397010088E0,-1.287368488E1,9.670293808E0
2.117735364E2,2.856731176E0,-1.036690426E1,7.065407276E0
2.118235364E2,2.150549412E0,-8.322536469E0,7.194918633E0
