"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.074774169E0,-3.300898790E0,-1.532273865E1,-3.552444220E0
7.124774169E0,7.391129971E0,-1.763779449E1,1.527817249E0
7.174774169E0,1.319432354E1,-2.179173470E1,-7.537391186E-1
7.224774169E0,6.665805817E0,-1.279950714E1,1.473859119E1
7.274774169E0,-3.188436270E0,-7.381558895E0,1.266999602E0
7.324774169E0,-9.044869542E-1,2.261815548E0,3.938885212E0
7.374774169E0,3.665804386E0,-1.499402523E0,4.692923546E0
7.424774169E0,-7.112366199E0,-5.226821899E0,7.833502889E-1
7.474774169E0,-1.098305583E0,-2.151626205E1,-6.337988973E-1
7.524774169E0,7.407879829E0,-3.906043625E1,4.664209366E0
7.574774169E0,6.732804775E0,-2.083640099E1,1.197607756E0
7.624774169E0,1.195214868E0,-1.085055351E1,-7.250252366E-1
7.674774169E0,-8.518448472E-1,5.393422127E0,-2.020140409E0
7.724774169E0,-1.584347725E0,7.038188934E0,-6.418148518E0
7.774774169E0,1.920240223E-1,-2.751446962E0,-2.587538481E0
7.824774169E0,9.667901039E0,-7.068099022E0,1.574656773E1
7.874774169E0,-2.225923300E0,-5.921338558E0,-1.462313771E0
7.924774169E0,3.237488985E0,-3.958715820E1,-4.359124660E0
7.974774169E0,7.489235878E0,-1.712333870E1,4.842474759E-1
8.024774169E0,4.005884171E0,-2.118605232E1,-1.719841212E-1
8.074774169E0,5.823532343E-1,-1.100638580E1,1.632114410E1
8.124774169E0,6.179763794E0,-2.579163790E0,3.888635874E0
8.174774169E0,1.154536963E0,-1.262213945E0,1.061216831E0
8.224774169E0,6.366403580E0,3.284149170E0,1.513609886E1
8.274774169E0,-5.419743061E0,-5.442475319E0,-1.431207061E0
8.324774169E0,4.285844326E0,-1.346261883E1,2.969193697E0
8.374774169E0,9.897611618E0,-4.197878265E1,5.562116146E0
8.424774169E0,8.396714211E0,-1.622782326E1,6.464509487E0
8.474774169E0,1.982752681E0,-5.724828243E0,-1.742274046E0
8.524774169E0,5.488536954E-1,8.347960114E-1,-3.746263027E0
8.574774169E0,-2.820539773E-1,7.342077255E0,-6.427719593E0
8.624774169E0,2.387438774E0,3.753740489E-1,-3.614657640E0
8.674774169E0,1.257428288E0,-8.916254997E0,8.595317841E0
8.724774169E0,-4.284946918E0,-9.442975044E0,1.934896231E0
8.774774169E0,5.799604058E-1,-2.999612617E1,2.176870346E0
8.824774169E0,8.600103378E0,-1.854527283E1,-6.146563292E-1
