Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
2.2199999999999998,2.2247741690000002,2.234598698,2.246073125,,,4.858027935,-14.09462261,-4.083950043,0.7695148587,1.2977449890000001,-0.6354338527000001,-34.28199768,40.56499863,-7.5883998870000005,,,,
2.25,2.274774169,,,2.258557346,,6.696912289,-9.864411354,-0.8279166222,,,,,,,1.64342308,-2.033638,-1.8265054230000002,
2.28,,2.285397135,2.296073125,2.3085573459999997,,,,,0.2640387416,2.003273487,-0.6878139973,-33.72079849,40.82119751,-8.369199753,-3.090068579,-2.017717361,-1.7395932669999998,
2.31,2.324774169,2.336196406,,,,1.5664014819999998,-9.926624298,2.222334146,0.36925718189999995,1.21802938,-0.5445703268,,,,,,,
2.34,,,2.346073125,2.358557346,,,,,,,,-33.30599976,40.44300079,-9.723400116,-3.73068285,-1.759532928,-1.44354248,
2.37,2.374774169,2.386996354,2.396073125,,,1.7889339919999998,-9.045467377000001,1.571187139,1.5654487609999999,-0.08490777016,-0.1598892659,-32.90340042,39.63779831,-11.62659931,,,,
2.4,2.424774169,,,2.408557346,,3.230310678,-6.356832504,-0.2102692872,,,,,,,-3.4764447210000005,1.007449627,-2.620168686,
2.4299999999999997,,2.43779552,2.446073125,2.458557346,,,,,1.271020412,-1.057987452,-0.1678302884,-32.46419907,38.43000031,-14.13980007,-1.7901678090000002,1.255692482,-1.5489965680000002,
2.46,2.4747741690000002,2.488593958,,,,4.850849628,-5.4209399220000005,1.688435435,0.8571714162999999,-0.7959339619,0.020157959309999997,,,,,,,
2.4899999999999998,,,2.496073125,2.508557346,,,,,,,,-32.29339981,36.9416008,-16.73839951,-0.34444570539999997,1.797885895,-0.3768200874,
2.52,2.524774169,2.539393229,2.546073125,,,3.335594654,-4.546961308,0.20638094839999999,-0.023059483619999998,-0.08047912269999999,0.5367820263,-32.35440063,35.22140121,-19.37360001,,,,
2.55,2.574774169,,,2.5585573459999997,,5.485546112000001,-3.694817305,3.6418759819999997,,,,,,,-2.324924469,3.9197149280000003,-0.4627869129,
2.58,,2.590193229,2.596073125,2.608557346,,,,,-0.9355126023,0.5980194807,0.7363763452,-32.28120041,33.92819977,-21.27680016,4.023683071000001,1.83127594,3.892693758,
2.61,2.624774169,,,,,10.60169983,-5.612365723,8.659924507000001,,,,,,,,,,
2.6399999999999997,,2.6409925,2.646073125,2.658557346,,,,,-0.6533011197999999,0.1232384369,-0.46042612200000005,-32.08599854,33.28160095,-22.39920044,6.269881725,3.301984787,4.407248497,
2.67,2.674774169,2.691790885,2.696073125,,,12.00209904,-7.230811119,5.933003902,0.2075353563,-0.7233958840000001,-2.011672735,-32.20800018,32.61059952,-22.92379951,,,,
2.6999999999999997,2.724774169,,,2.708557346,,-2.123031855,-13.01964664,-12.08016491,,,,,,,4.540259838,-8.551074982000001,-4.628614902,
2.73,,2.7425901560000003,2.746073125,2.7585573460000004,,,,,-0.8008207679000001,1.095249176,-0.1220167428,-32.67160034,31.73219872,-23.00919914,-7.900135993999999,-1.56014204,6.688129425,
2.76,2.7747741689999996,,,,,6.61555624,-7.338488102,-2.479861498,,,,,,,,,,
2.79,,2.793390156,2.796073125,2.808557346,,,,,-0.5607577562,1.256971002,1.7884080409999998,-33.09859848,31.3906002,-22.71640015,2.413600445,-3.3496155739999995,-2.327777147,
2.82,2.824774169,2.844189375,2.846073125,,,6.081657887,-10.63998508,-4.962415218,-0.43263256549999995,1.6176762580000001,2.7660691739999996,-32.62279892,31.87859917,-22.86279869,,,,
2.85,2.8747741689999997,,,2.8585573460000004,,4.659423828,-8.887541771,-1.567597985,,,,,,,-2.607969522,-2.798239708,-8.168916702,
