"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.429137421E2,4.256165028E0,1.228540421E1,6.055525970E1
1.429637421E2,-1.676081181E0,5.045377731E0,-8.771633148E0
1.430137421E2,-1.321789932E1,-1.494930458E1,-1.268756580E1
1.430637421E2,4.612565517E0,-2.652419090E1,-3.368440390E0
1.431137421E2,2.363630486E1,-2.277876282E1,-2.279280090E1
1.431637421E2,2.152266121E1,7.757009029E0,1.976551437E1
1.432137421E2,2.066960335E0,9.803828239E0,3.618467569E0
1.432637421E2,1.092076874E1,9.033747673E0,9.190220833E0
1.433137421E2,3.283578873E0,1.346275616E1,7.041845322E0
1.433637421E2,-7.236918211E-1,9.049203873E0,4.316140175E0
1.434137421E2,1.200654984E1,-7.760180473E0,3.453474760E0
1.434637421E2,1.848020172E1,-4.905858994E1,-5.085623741E0
1.435137421E2,-5.009841442E0,-1.738871002E1,-1.670485139E0
1.435637421E2,-5.988950729E0,9.169542313E0,-5.560484886E0
1.436137421E2,-9.801234245E0,8.077033997E0,-1.341603279E1
1.436637421E2,-1.111403084E1,1.223258209E1,-1.534037590E1
1.437137421E2,7.408442497E-1,1.921350670E1,5.825218582E1
1.437637421E2,-3.949952602E0,2.335774422E0,-1.994720078E1
1.438137421E2,-7.820134163E0,-1.426443577E0,-6.892984390E0
1.438637421E2,-3.939471722E0,-2.920427513E1,-1.534359932E1
1.439137421E2,1.891821671E1,-2.687214470E1,-4.260358810E0
1.439637421E2,3.542543411E1,-2.704196930E0,6.122642136E1
1.440137421E2,4.412496567E0,7.677171230E0,9.863115311E0
1.440637421E2,7.873666763E0,1.534053898E1,1.282630444E1
1.441137421E2,4.871047497E0,1.110157013E1,5.008232117E0
1.441637421E2,1.988410950E0,8.560135841E0,6.735046387E0
1.442137421E2,1.454196930E1,-1.164515305E1,8.029203415E0
1.442637421E2,1.622346497E1,-3.920688629E1,-2.101490736E0
1.443137421E2,-5.693573475E0,-2.495885658E1,-1.342235208E0
1.443637421E2,-7.209356308E0,9.033127785E0,-8.102004051E0
1.444137421E2,-7.626355171E0,1.308681870E1,-8.824866295E0
1.444637421E2,-1.052950859E1,1.445052910E1,-1.247934532E1
1.445137421E2,-6.254084587E0,1.186484051E1,2.393484116E-1
1.445637421E2,-2.578057528E0,1.307417393E0,-1.339565563E1
1.446137421E2,-7.195173740E0,3.237347841E0,-7.523623466E0
1.446637421E2,-5.182366371E-1,-3.379265976E1,-1.271364212E1
1.447137421E2,1.531519890E1,-2.277945709E1,-9.736293554E-1
1.447637421E2,3.858779526E1,-1.271314621E1,4.266368103E1
1.448137421E2,4.614451408E0,5.690448284E0,1.507675171E1
1.448637421E2,1.129878998E1,1.249703598E1,1.138685989E1
1.449137421E2,4.367539883E0,1.020090675E1,3.731611252E0
1.449637421E2,1.654368639E0,1.062195015E1,7.023263454E0
1.450137421E2,1.039322472E1,-7.158111572E0,5.282735825E0
1.450637421E2,2.062019539E1,-4.819803619E1,2.682507992E0
1.451137421E2,-7.379452229E0,-1.801108360E1,-4.115712166E0
1.451637421E2,-9.071737289E0,8.819860458E0,-5.008542538E0
1.452137421E2,-1.122042751E1,1.042079353E1,-9.119681358E0
1.452637421E2,-1.186972618E1,1.273276711E1,-1.134730530E1
1.453137421E2,3.339291573E0,1.855160904E1,4.372935486E1
1.453637421E2,-6.740245819E-1,5.097692966E0,-7.101061821E0
1.454137421E2,-7.940761566E0,-1.507965660E1,-8.818409920E0
