Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
151.85999999999999,151.8735364,151.86428859999998,151.88075039999998,151.8679199,,1.037288666,-6.560521603,5.717649937000001,1.163663983,-0.2724378705,0.16065283119999998,-13.89579964,26.47399902,-38.40559769,-1.382096767,0.9789557456999999,-0.10267257689999999,
151.89,,151.9150957,,151.91791990000002,,,,,1.371657491,-0.48501271009999997,0.1346918195,,,,0.6083865166,1.250854492,-0.5118112564,
151.92,151.92353640000002,,151.9307504,,,2.09072876,-6.998407841000001,6.064908028,,,,-13.81040001,27.68179893,-37.78339767,,,,
151.95,151.9735364,151.965902,,151.9679199,,4.295415878,-10.00080204,9.821041107000001,1.790393353,-0.8276980519,-0.3631486893,,,,1.68619132,-2.373999596,3.1039605139999997,
151.98,,,151.9807504,,,,,,,,,-14.11539936,27.68179893,-37.56380081,,,,
152.01,152.0235364,152.0167074,152.0307504,152.0179199,,3.59641242,-7.640282631,9.4310112,2.228828907,-0.37307494880000003,-0.9445225596,-14.87179947,26.3885994,-37.77119827,1.6647722719999998,-2.742899895,1.43367815,
152.04,,152.0675138,,152.0679199,,,,,2.473931313,0.2548760176,-0.6354338527000001,,,,-0.2980093956,-0.3509869576,0.3531980515,
152.07,152.0735364,,152.0807504,,,2.1026928419999997,-6.258726597000001,7.855636597,,,,-15.78679943,23.89979935,-38.57640076,,,,
152.1,152.1235364,152.11832090000001,,152.1179199,,2.7753751280000003,-5.262714386,6.816553592999999,2.618091345,0.8965710402,-0.3025220931,,,,0.263728857,-1.6490831380000002,-1.7234888080000001,
152.13,,,152.13075039999998,,,,,,,,,-16.77499962,20.28859901,-39.77199936,,,,
152.16,152.17353640000002,152.1691272,152.1807504,152.16791990000002,,-0.2844468057,-2.679662228,7.893921852,2.3027415280000003,1.0424108509999999,-0.06597150117,-17.09219933,16.03079987,-40.88219833,-1.923386335,0.2961575985,-1.12177372,
152.19,,152.2199327,,152.2179199,,,,,1.087918997,0.08796200155999999,-0.0033596600410000003,,,,-1.13585031,-0.021389722819999995,-1.050644875,
152.22,152.2235364,,152.2307504,,,0.3212364316,-2.667698145,7.302595615,,,,-17.07999992,11.48019981,-41.9192009,,,,
152.25,152.2735364,152.2707391,,152.2679199,,0.36909288170000004,-1.7793627980000002,6.215655804,0.1325538605,-0.2748812735,0.1664558798,,,,-2.03289032,0.218539238,-3.3665876389999996,
152.28,,,152.2807504,,,,,,,,,-17.06780052,6.9295997620000005,-42.67559814,,,,
152.31,152.3235364,152.32154619999997,152.3307504,152.3179199,,1.326820135,0.7462615371,2.713161707,-0.6985038519,-0.220210433,0.42728766799999995,-17.15320015,2.9401998519999997,-43.30999756,-0.5125815868,2.8759801389999997,-5.514502048,
152.34,,,,152.3679199,,,,,,,,,,,-2.3184156419999997,2.790547848,-5.488425255,
152.37,152.3735364,152.37235249999998,152.38075039999998,,,-0.0783649385,-0.3430709541,4.6761736869999995,-1.519940734,-0.451721549,0.6626165509,-17.10439873,-0.1951999962,-43.76139832,,,,
152.4,152.42353640000002,152.423158,,152.41791990000002,,2.231905222,-2.447259426,7.7336030010000005,-2.191567183,-0.431563586,0.6743753551999999,,,,-0.3199207783,1.635231376,-1.377133369,
152.43,,,152.4307504,,,,,,,,,-16.84819984,-2.000799894,-44.11520004,,,,
152.46,152.4735364,152.4739644,152.4807504,152.4679199,,2.873480797,-6.553342819,9.050253867999999,-2.680855989,-0.17775654789999998,0.6102364063,-16.67740059,-2.4644000530000003,-44.07859802,0.917031765,-1.285404682,1.210906029,
152.48999999999998,,,,152.5179199,,,,,,,,,,,0.5162621736999999,-1.047101974,1.4597520830000001,
152.51999999999998,152.5235364,152.5247715,152.5307504,,,2.435295343,-6.952944279,9.052646637,-2.756600857,0.3323009014,1.043174386,-16.56760025,-1.134599924,-43.73699951,,,,
152.54999999999998,152.5735364,152.57557780000002,,152.5679199,,2.145763636,-8.231609343999999,6.143871307,-2.382457018,0.8281561731999999,0.8692356348,,,,0.5004575253,-1.246205807,-0.39849805829999996,
152.57999999999998,,,152.5807504,,,,,,,,,-16.49440002,1.79339993,-43.07819748,,,,
152.60999999999999,152.6235364,152.62638330000001,152.63075039999998,152.6179199,,1.77696991,-9.028717995,7.312166691,-1.9980813259999999,0.3330644667,0.18493400510000002,-16.33580017,5.89260006,-42.06559753,1.033213735,-1.003017902,0.8315601348999999,
152.64,,,,152.66791990000002,,,,,,,,,,,-0.3540372252,-3.487933159,2.925064564,
152.67,152.67353640000002,152.67718969999999,152.6807504,,,0.4938187599,-12.17707443,9.60807991,-1.037371397,-0.007177455351,-0.02229592577,-16.07959938,10.62619972,-40.90660095,,,,
152.7,152.7235364,152.7279968,,152.7179199,,2.7945177560000003,-10.36211872,9.390333176,-0.07711946964,0.218072474,-0.2663294077,,,,1.830373526,-2.8633060460000004,4.773963451,
152.73,,,152.7307504,,,,,,,,,-15.21339989,15.33539963,-39.57679749,,,,
152.76,152.7735364,152.7788032,152.7807504,152.7679199,,1.9731813669999998,-6.048158169,6.294619083,0.7359182239000001,0.3237490356,-0.2761029601,-14.71319962,19.55660057,-38.49100113,1.124197006,1.720143318,1.7102789880000002,
152.79,,,,152.8179199,,,,,,,,,,,-0.303091526,1.872777462,-0.3645262718,
152.82,152.8235364,152.8296086,152.8307504,,,0.4124628007,-6.527021885,4.90618372,1.021947503,-0.08933641016,-0.1192679256,-14.15199947,22.8871994,-37.5515976,,,,
152.85,152.8735364,,,152.8679199,,1.5185450319999998,-7.953742504,6.802196502999999,,,,,,,-0.18593811989999998,-0.35344743729999994,-0.01449108124,
152.88,,152.8804151,152.88075039999998,,,,,,1.404185176,-0.18722468609999998,0.05665608495,-13.46879959,25.2052002,-36.9538002,,,,
152.91,152.92353640000002,152.93122219999998,152.9307504,152.91791990000002,,6.215655804,-10.22333431,11.07338524,1.214669824,-0.6930062175,-0.4127800465,-12.96859932,26.24219894,-36.63660049,4.585618019,-1.97553587,4.5431833269999995,
152.94,,,,152.9679199,,,,,,,,,,,1.213608027,-2.470662594,0.05297470093,
152.97,152.9735364,152.98202849999998,152.9807504,,,1.238285661,-7.944170952,5.1765728,1.311794519,0.1088835225,-0.7197307944,-12.98079967,26.13239861,-36.59999847,,,,
153.0,153.0235364,,,153.0179199,,0.5321039557,-7.350451946000001,6.337689877000001,,,,,,,-2.248252392,-1.024896622,-1.44223547,
153.03,,153.032834,153.0307504,,,,,,1.889503241,0.3038965166,-0.2875563502,-13.34679985,24.91239929,-37.07579803,,,,
153.06,153.0735364,153.0836404,153.0807504,153.0679199,,2.887837887,-4.5541396139999994,5.846862316,2.347180605,0.38834613560000003,-0.3257342875,-13.73719978,22.71640015,-38.00299835,1.182951331,0.14963817599999998,-2.421079636,
153.09,,,,153.1179199,,,,,,,,,,,0.38028359409999996,-0.43655300140000003,-0.06153774261,
153.12,153.1235364,153.13444760000002,153.13075039999998,,,1.769791484,-5.938088417,8.976076126,2.63137722,0.9397885203,-0.43003648520000004,-13.98119926,19.56879997,-39.04000092,,,,
153.15,153.17353640000002,,,153.16791990000002,,0.1585244983,-6.64427042,7.494021416,,,,,,,-0.3977662325,-4.035125732,-1.247120857,
153.18,,153.18525390000002,153.1807504,,,,,,2.457896709,0.5016583204,-0.7127060293999999,-14.00559998,15.61599922,-40.24779892,,,,
153.21,153.2235364,153.23605940000002,153.2307504,153.2179199,,-0.2605185509,1.2107682229999999,4.489533423999999,1.212837219,0.0001527118147,-0.3190149665,-13.82259941,11.11419964,-41.38240051,-1.76232934,2.3566188809999997,-5.029870987,
153.23999999999998,,,,153.2679199,,,,,,,,,,,-0.2837165594,4.805142879,-5.541903496000001,
153.26999999999998,153.2735364,153.28686580000002,153.2807504,,,1.2215359209999999,2.8579275610000003,3.584448338,-0.6062659025,-0.5456393361,0.03985778242,-13.67619991,6.600199699,-42.24860001,,,,
153.29999999999998,153.3235364,,,153.3179199,,-0.38494533299999995,0.01375873014,5.406283855,,,,,,,-1.866452217,2.912773132,-4.616281508999999,
153.32999999999998,,153.3376729,153.3307504,,,,,,-2.038397312,-1.130067468,0.2867927849,-13.54199982,2.72059989,-42.99279785,,,,
153.35999999999999,153.3735364,153.3884793,153.38075039999998,153.3679199,,3.826422453,-3.5270206930000003,12.93111229,-2.8911399839999996,-0.8125795722,0.3513898849,-13.52979946,-0.02439999953,-43.57839966,0.8433954716,0.03833413124,2.563271523,
153.39,,,,153.41791990000002,,,,,,,,,,,1.100059986,-2.758021355,2.451659203,
153.42,153.42353640000002,153.43928480000002,153.4307504,,,2.416152716,-7.48445034,9.004789352000001,-3.0378961560000004,0.004581354558,0.603364408,-13.6395998,-1.366400003,-43.82239914,,,,
153.45,153.4735364,,,153.4679199,,0.2877369225,-8.056633949,6.543472767000001,,,,,,,-1.875132561,-2.429368496,-0.7317771912000001,
153.48,,153.49009119999997,153.4807504,,,,,,-2.738428354,0.21471281350000002,0.9872818589,-13.72499943,-1.15899992,-43.72480011,,,,
153.51,153.5235364,,153.5307504,153.5179199,,2.7801609039999997,-5.7750773429999995,5.466403484,,,,-13.85919952,0.6344000101,-42.95619965,0.6178756952000001,0.49356317520000004,-1.226145744,
153.54,,153.5408984,,153.5679199,,,,,-2.449802876,0.26312246920000004,0.9402466415999999,,,,1.867207527,1.5595331190000001,-0.41690731049999996,
153.57,153.5735364,153.59170469999998,153.5807504,,,2.9333014489999996,-7.147062302,5.76072073,-2.04633832,0.2935121059,0.20616094769999999,-13.98119926,4.062600136,-41.90699768,,,,
153.6,153.6235364,,,153.6179199,,1.726720691,-12.93111229,8.714959145,,,,,,,0.5424598454999999,-3.852181435,3.29043293,
153.63,,153.6425103,153.63075039999998,,,,,,-0.8706100582999999,-0.340241909,-0.146756053,-14.12759972,8.661999702000001,-40.4673996,,,,
153.66,153.67353640000002,,153.6807504,153.66791990000002,,2.5812573430000003,-12.4929266,10.60169983,,,,-14.24959946,13.7859993,-38.99119949,0.37641406060000004,-4.698693275,5.200468063,
153.69,,153.6933167,,153.7179199,,,,,0.12491826710000001,-0.04321744293,-0.34925192590000004,,,,1.348719954,-1.193012238,2.831932545,
153.72,153.7235364,153.7441238,153.7307504,,,1.8702900409999998,-9.280263901,6.883552551,0.9184088706999999,-0.358109206,-0.30007871989999996,-14.54239941,18.69039917,-37.81999969,,,,
153.75,153.7735364,,,153.7679199,,-0.8829515576000001,-8.039883613999999,6.189334869,,,,,,,-2.616086721,-0.2847537994,0.6442551613,
153.78,,153.79493019999998,153.7807504,,,,,,1.306754947,-0.35184800619999995,-0.01557660475,-14.40819931,22.52120018,-36.6853981,,,,
153.81,153.8235364,,153.8307504,153.8179199,,3.1749765869999997,-7.6522469520000005,6.457331181,,,,-14.16419983,25.11979866,-35.85580063,0.6408609152,0.559548378,0.4591140747,
153.84,,153.84573569999998,,153.8679199,,,,,1.645164371,-0.5708367825,0.02886253223,,,,2.785886288,-1.563873291,3.3639531139999996,
153.87,153.8735364,153.89654209999998,153.88075039999998,,,5.504688262999999,-8.897112846,9.157930374,1.871941447,-0.4430169761,-0.6647545099000001,-14.0788002,26.29100037,-35.31900024,,,,
153.9,153.92353640000002,,,153.91791990000002,,2.059622049,-8.612068176000001,7.02951479,,,,,,,0.44278812409999996,-2.422166824,0.08266878127999999,
153.93,,153.9473493,153.9307504,,,,,,2.3027415280000003,0.3578037918,-0.5369347334000001,-14.3593998,26.07139969,-35.33119965,,,,
153.96,153.9735364,,153.9807504,153.9679199,,4.7024946210000005,-7.2619175910000004,9.256035805,,,,-14.83519936,24.55859947,-35.92900085,2.010461092,-1.090358734,1.463477612,
153.98999999999998,,153.9981556,,154.0179199,,,,,2.694141865,0.6942279339,-0.5091412067000001,,,,0.3231604099,-3.5191674230000003,-0.610273838,
154.01999999999998,154.0235364,154.0489611,154.0307504,,,2.267797709,-7.496414185,7.175776005,2.6892549989999996,1.227802992,-0.3594835997,-15.22559929,21.66720009,-37.12459946,,,,
154.04999999999998,154.0735364,,,154.0679199,,1.5233306880000002,-3.2542388439999996,6.706483841,,,,,,,0.1227831841,-0.08146381377999999,-2.088858604,
154.07999999999998,,154.0997676,154.0807504,,,,,,2.299992561,1.094485521,-0.3245126009,-15.2621994,17.71439934,-38.62519836,,,,
154.10999999999999,154.1235364,,154.13075039999998,154.1179199,,0.012562318710000001,-1.8056837319999999,5.849255085,,,,-15.09140015,12.88319969,-40.34539795,-1.360942006,0.3996930122,-4.26785183,
154.14,,154.1505747,,154.16791990000002,,,,,1.288735032,0.2341072112,-0.1461452097,,,,-1.573436737,-1.26025331,-2.7227787969999997,
154.17,154.17353640000002,,154.1807504,,,0.019740786399999998,-1.82482636,5.545366287,,,,-14.51799965,7.91779995,-41.68740082,,,,
154.2,154.2235364,154.2013811,,154.2179199,,1.176072359,2.426920414,4.534996986,0.0565033704,-0.2524326444,-0.09193251281999999,,,,-0.19757390019999999,3.440334797,-5.514041424,
154.23,,154.25218669999998,154.2307504,,,,,,-1.417776465,-0.4651601911,0.2437280566,-13.89579964,3.025599957,-42.78540039,,,,
154.26,154.2735364,,154.2807504,154.2679199,,1.137787223,-1.513759375,4.747958183,,,,-13.29799938,-0.9637999534999999,-43.76139832,0.250117898,1.537073374,-4.6541128160000005,
154.29,,154.30299309999998,,154.3179199,,,,,-2.2865540980000003,-0.47508645060000004,0.19318044190000003,,,,-1.845577478,-0.6149046421,-2.59343338,
154.32,154.3235364,,154.3307504,,,-0.2916252613,-3.5389847760000004,6.0792651179999995,,,,-12.71239948,-3.659999847,-44.90819931,,,,
154.35,154.3735364,154.3538003,,154.3679199,,3.048156977,-2.96201539,10.24965572,-2.7559900280000003,-0.5618267655,0.4398100376,,,,0.6036425829,1.5593705180000001,0.5730161667,
154.38,,154.4046066,154.38075039999998,,,,,,-2.900455475,-0.0536018461,0.7458444834000001,-12.28539944,-4.8677997589999995,-45.29859924,,,,
154.41,154.42353640000002,,154.4307504,154.41791990000002,,1.9013967509999998,-8.813364029,5.904289722000001,,,,-12.06579971,-4.257800102,-45.32299805,1.099757075,-2.4079999919999997,-1.2209067340000002,
154.44,,154.45541219999998,,154.4679199,,,,,-2.527075052,0.918866992,0.9255862831999999,,,,-1.280053377,-3.624866009,-1.367316723,
154.47,154.4735364,,154.4807504,,,-0.8159525394,-10.0462656,5.193322659,,,,-11.98040009,-1.988600016,-44.92039871,,,,
154.5,154.5235364,154.5062186,,154.5179199,,2.3994028569999997,-6.442974091,7.692625522999999,-2.331756592,0.2762556672,0.7524111270999999,,,,0.8763568401,0.8431253433,1.290100098,
154.53,,154.55702580000002,154.5307504,,,,,,-1.8386502269999998,-0.2597627938,0.2983988822,-12.17560005,1.85439992,-43.89559937,,,,
154.56,154.5735364,,154.5807504,154.5679199,,3.656233072,-13.53201008,10.15633583,,,,-12.19999981,6.490399837000001,-42.88299942,2.556689739,-4.836928368,3.998206615,
154.59,,154.6078321,,154.6179199,,,,,-0.8281561731999999,0.10140064359999999,-0.4175141156,,,,4.041018009,-0.8918027878,3.98607111,
154.62,154.6235364,,154.63075039999998,,,2.8782665730000003,-9.208179474,7.958528042,,,,-12.24879932,11.63879967,-41.85820007,,,,
154.65,154.67353640000002,154.65863769999999,,154.66791990000002,,-0.08554340899,-9.490832329,6.498009205,0.3251234591,0.4052971601,-0.587176919,,,,-1.265078545,-2.021471977,1.756220818,
154.68,,154.70944409999998,154.6807504,,,,,,0.7171346545,-0.15759859980000002,-0.3300102353,-12.28539944,16.36019897,-40.80899811,,,,
154.71,154.7235364,,154.7307504,154.7179199,,1.453639746,-6.730412006,4.915754795,,,,-12.17560005,20.2519989,-39.75979996,0.39629459380000004,1.475532055,-0.2763037682,
154.73999999999998,,154.7602513,,154.7679199,,,,,1.1519051790000001,-0.3321481943,-0.1919587553,,,,-1.5983735319999999,-0.3190894127,-1.147068024,
154.76999999999998,154.7735364,,154.7807504,,,0.4220340848,-8.183753014,6.30179739,,,,-12.00479984,22.875,-38.96680069,,,,
154.79999999999998,154.8235364,154.8110577,,154.8179199,,4.329214573,-9.172286987,6.998407841000001,1.309503794,-0.2634278834,-0.14996300640000002,,,,2.536807537,-1.519825459,1.130935192,
